User,MenuItem,Quantity,PricePerUnit,TotalPrice,Date
사용자16,티라미수,3,8000,24000,2024-04-12
사용자16,까르보나라 파스타,1,18000,18000,2024-05-25
사용자16,아메리카노,3,5000,15000,2024-10-24
사용자16,마르게리타 피자,2,15000,30000,2024-07-05
사용자16,마르게리타 피자,1,15000,15000,2024-05-07
사용자16,티라미수,1,8000,8000,2024-04-30
사용자16,티라미수,1,8000,8000,2024-08-23
사용자16,아메리카노,3,5000,15000,2024-09-04
사용자16,티라미수,2,8000,16000,2024-01-10
사용자16,까르보나라 파스타,1,18000,18000,2024-03-19
사용자16,아메리카노,1,5000,5000,2024-04-18
사용자16,아메리카노,1,5000,5000,2024-01-24
사용자16,아메리카노,3,5000,15000,2024-09-15
사용자16,까르보나라 파스타,3,18000,54000,2024-06-02
사용자17,아메리카노,3,5000,15000,2024-01-21
사용자17,아메리카노,1,5000,5000,2024-02-13
사용자17,아메리카노,2,5000,10000,2024-07-01
사용자17,까르보나라 파스타,1,18000,18000,2024-03-25
사용자17,까르보나라 파스타,1,18000,18000,2024-05-15
사용자17,마르게리타 피자,3,15000,45000,2024-11-04
사용자17,아메리카노,2,5000,10000,2024-02-10
사용자17,마르게리타 피자,3,15000,45000,2024-03-10
사용자17,까르보나라 파스타,3,18000,54000,2024-07-02
사용자17,티라미수,2,8000,16000,2024-05-15
사용자18,아메리카노,1,5000,5000,2024-09-12
사용자18,까르보나라 파스타,1,18000,18000,2024-03-01
사용자18,티라미수,2,8000,16000,2024-06-12
사용자18,마르게리타 피자,1,15000,15000,2024-07-02
사용자18,아메리카노,2,5000,10000,2024-02-07
사용자18,까르보나라 파스타,2,18000,36000,2024-07-08
사용자18,티라미수,3,8000,24000,2024-10-13
사용자18,티라미수,2,8000,16000,2024-11-23
사용자18,마르게리타 피자,3,15000,45000,2024-01-26
사용자18,아메리카노,1,5000,5000,2024-09-30
사용자18,아메리카노,1,5000,5000,2024-05-28
사용자18,아메리카노,1,5000,5000,2024-01-07
사용자19,마르게리타 피자,1,15000,15000,2024-08-22
사용자19,까르보나라 파스타,3,18000,54000,2024-08-14
사용자19,까르보나라 파스타,1,18000,18000,2024-09-12
사용자19,까르보나라 파스타,2,18000,36000,2024-06-12
사용자19,마르게리타 피자,2,15000,30000,2024-10-08
사용자19,까르보나라 파스타,2,18000,36000,2024-06-20
사용자19,마르게리타 피자,3,15000,45000,2024-09-05
사용자19,까르보나라 파스타,1,18000,18000,2024-09-13
사용자19,티라미수,1,8000,8000,2024-01-24
사용자19,마르게리타 피자,1,15000,15000,2024-03-18
사용자19,까르보나라 파스타,3,18000,54000,2024-02-05
사용자19,마르게리타 피자,2,15000,30000,2024-01-08
사용자20,티라미수,1,8000,8000,2024-12-23
사용자20,까르보나라 파스타,2,18000,36000,2024-01-30
사용자20,아메리카노,2,5000,10000,2024-03-21
사용자20,마르게리타 피자,3,15000,45000,2024-07-16
사용자20,까르보나라 파스타,3,18000,54000,2024-07-29
사용자20,마르게리타 피자,3,15000,45000,2024-05-07
사용자21,티라미수,3,8000,24000,2024-03-05
사용자21,까르보나라 파스타,1,18000,18000,2024-08-04
사용자21,아메리카노,3,5000,15000,2024-11-09
사용자21,아메리카노,2,5000,10000,2024-03-28
사용자21,티라미수,1,8000,8000,2024-10-01
사용자21,아메리카노,2,5000,10000,2024-01-23
사용자21,아메리카노,2,5000,10000,2024-02-29
사용자21,아메리카노,2,5000,10000,2024-07-16
사용자21,티라미수,3,8000,24000,2024-09-09
사용자21,티라미수,3,8000,24000,2024-12-12
사용자21,티라미수,1,8000,8000,2024-05-12
사용자21,아메리카노,1,5000,5000,2024-06-07
사용자22,마르게리타 피자,2,15000,30000,2024-01-30
사용자22,마르게리타 피자,1,15000,15000,2024-03-09
사용자22,티라미수,3,8000,24000,2024-09-05
사용자22,티라미수,3,8000,24000,2024-11-22
사용자22,티라미수,3,8000,24000,2024-04-24
사용자22,티라미수,2,8000,16000,2024-12-19
사용자22,까르보나라 파스타,3,18000,54000,2024-03-04
사용자22,까르보나라 파스타,3,18000,54000,2024-07-15
사용자22,마르게리타 피자,3,15000,45000,2024-03-22
사용자22,까르보나라 파스타,3,18000,54000,2024-06-04
사용자22,마르게리타 피자,1,15000,15000,2024-05-15
사용자22,티라미수,1,8000,8000,2024-04-14
사용자22,마르게리타 피자,3,15000,45000,2024-01-15
사용자22,마르게리타 피자,2,15000,30000,2024-08-18
사용자22,마르게리타 피자,1,15000,15000,2024-08-10
사용자23,까르보나라 파스타,1,18000,18000,2024-07-08
사용자23,마르게리타 피자,1,15000,15000,2024-04-03
사용자23,까르보나라 파스타,2,18000,36000,2024-11-19
사용자23,아메리카노,3,5000,15000,2024-11-16
사용자23,마르게리타 피자,3,15000,45000,2024-01-11
사용자23,티라미수,2,8000,16000,2024-07-17
사용자23,티라미수,2,8000,16000,2024-04-28
사용자23,티라미수,3,8000,24000,2024-11-02
사용자23,까르보나라 파스타,3,18000,54000,2024-02-07
사용자23,까르보나라 파스타,2,18000,36000,2024-05-03
사용자23,마르게리타 피자,1,15000,15000,2024-08-06
사용자23,티라미수,1,8000,8000,2024-04-14
사용자23,까르보나라 파스타,2,18000,36000,2024-11-12
사용자23,아메리카노,1,5000,5000,2024-01-01
사용자23,아메리카노,2,5000,10000,2024-03-26
사용자24,까르보나라 파스타,1,18000,18000,2024-02-17
사용자24,아메리카노,3,5000,15000,2024-10-19
사용자24,티라미수,3,8000,24000,2024-06-14
사용자24,마르게리타 피자,1,15000,15000,2024-09-17
사용자24,아메리카노,1,5000,5000,2024-11-22
사용자24,티라미수,3,8000,24000,2024-12-02
사용자24,까르보나라 파스타,3,18000,54000,2024-10-19
사용자24,아메리카노,3,5000,15000,2024-09-15
사용자24,아메리카노,2,5000,10000,2024-01-31
사용자25,마르게리타 피자,1,15000,15000,2024-05-11
사용자25,아메리카노,3,5000,15000,2024-02-03
사용자25,까르보나라 파스타,1,18000,18000,2024-04-16
사용자25,마르게리타 피자,2,15000,30000,2024-11-07
사용자25,까르보나라 파스타,2,18000,36000,2024-12-01
사용자25,마르게리타 피자,3,15000,45000,2024-09-17
사용자25,티라미수,2,8000,16000,2024-11-10
사용자25,까르보나라 파스타,1,18000,18000,2024-07-28
사용자25,티라미수,3,8000,24000,2024-07-07
사용자25,아메리카노,1,5000,5000,2024-03-25
사용자25,아메리카노,1,5000,5000,2024-01-21
사용자25,까르보나라 파스타,2,18000,36000,2024-09-24
사용자26,아메리카노,2,5000,10000,2024-05-31
사용자26,까르보나라 파스타,2,18000,36000,2024-03-11
사용자26,아메리카노,3,5000,15000,2024-01-25
사용자26,까르보나라 파스타,1,18000,18000,2024-11-28
사용자26,티라미수,1,8000,8000,2024-11-10
사용자26,까르보나라 파스타,1,18000,18000,2024-11-22
사용자27,티라미수,1,8000,8000,2024-08-05
사용자27,마르게리타 피자,2,15000,30000,2024-08-29
사용자27,아메리카노,1,5000,5000,2024-11-27
사용자27,티라미수,3,8000,24000,2024-01-12
사용자27,티라미수,3,8000,24000,2024-05-08
사용자27,티라미수,1,8000,8000,2024-11-01
사용자27,아메리카노,1,5000,5000,2024-01-21
사용자27,아메리카노,3,5000,15000,2024-04-21
사용자28,마르게리타 피자,2,15000,30000,2024-08-06
사용자28,티라미수,3,8000,24000,2024-04-06
사용자28,티라미수,2,8000,16000,2024-02-11
사용자28,아메리카노,2,5000,10000,2024-07-27
사용자28,마르게리타 피자,2,15000,30000,2024-06-09
사용자28,아메리카노,2,5000,10000,2024-12-20
사용자28,까르보나라 파스타,2,18000,36000,2024-12-05
사용자29,티라미수,2,8000,16000,2024-08-04
사용자29,티라미수,3,8000,24000,2024-07-07
사용자29,까르보나라 파스타,3,18000,54000,2024-08-17
사용자29,아메리카노,2,5000,10000,2024-10-16
사용자29,아메리카노,1,5000,5000,2024-05-28
사용자29,까르보나라 파스타,2,18000,36000,2024-08-16
사용자29,아메리카노,1,5000,5000,2024-05-03
사용자30,까르보나라 파스타,1,18000,18000,2024-08-22
사용자30,아메리카노,1,5000,5000,2024-05-23
사용자30,마르게리타 피자,3,15000,45000,2024-06-11
사용자30,까르보나라 파스타,3,18000,54000,2024-07-14
사용자30,까르보나라 파스타,1,18000,18000,2024-03-21
사용자31,티라미수,2,8000,16000,2024-03-31
사용자31,까르보나라 파스타,1,18000,18000,2024-10-01
사용자31,티라미수,2,8000,16000,2024-11-11
사용자31,티라미수,1,8000,8000,2024-02-25
사용자31,까르보나라 파스타,2,18000,36000,2024-01-21
사용자32,티라미수,1,8000,8000,2024-09-23
사용자32,마르게리타 피자,1,15000,15000,2024-05-06
사용자32,티라미수,1,8000,8000,2024-07-07
사용자32,까르보나라 파스타,1,18000,18000,2024-04-25
사용자32,까르보나라 파스타,2,18000,36000,2024-11-20
사용자32,까르보나라 파스타,1,18000,18000,2024-02-13
사용자32,마르게리타 피자,3,15000,45000,2024-05-04
사용자33,까르보나라 파스타,1,18000,18000,2024-01-09
사용자33,마르게리타 피자,3,15000,45000,2024-04-20
사용자33,아메리카노,1,5000,5000,2024-01-26
사용자33,티라미수,1,8000,8000,2024-12-30
사용자33,마르게리타 피자,3,15000,45000,2024-08-22
사용자33,까르보나라 파스타,1,18000,18000,2024-04-06
사용자33,까르보나라 파스타,3,18000,54000,2024-08-25
사용자34,아메리카노,1,5000,5000,2024-10-16
사용자34,티라미수,2,8000,16000,2024-01-30
사용자34,아메리카노,3,5000,15000,2024-08-27
사용자34,티라미수,2,8000,16000,2024-06-03
사용자34,까르보나라 파스타,2,18000,36000,2024-12-08
사용자34,아메리카노,3,5000,15000,2024-03-23
사용자35,마르게리타 피자,2,15000,30000,2024-10-31
사용자35,티라미수,2,8000,16000,2024-01-16
사용자35,까르보나라 파스타,3,18000,54000,2024-12-07
사용자35,마르게리타 피자,2,15000,30000,2024-12-10
사용자35,아메리카노,3,5000,15000,2024-02-21
사용자35,까르보나라 파스타,2,18000,36000,2024-06-03
사용자35,마르게리타 피자,3,15000,45000,2024-10-15
사용자35,까르보나라 파스타,3,18000,54000,2024-05-04
사용자35,아메리카노,2,5000,10000,2024-02-26
사용자35,까르보나라 파스타,2,18000,36000,2024-06-03
사용자35,아메리카노,2,5000,10000,2024-10-07
사용자35,마르게리타 피자,1,15000,15000,2024-08-02
사용자36,티라미수,1,8000,8000,2024-08-17
사용자36,티라미수,1,8000,8000,2024-02-09
사용자36,티라미수,3,8000,24000,2024-03-20
사용자36,아메리카노,2,5000,10000,2024-04-09
사용자36,까르보나라 파스타,3,18000,54000,2024-09-09
사용자36,아메리카노,1,5000,5000,2024-12-18
사용자36,티라미수,2,8000,16000,2024-08-04
사용자36,마르게리타 피자,3,15000,45000,2024-11-17
사용자36,까르보나라 파스타,2,18000,36000,2024-12-07
사용자36,티라미수,3,8000,24000,2024-02-08
사용자36,티라미수,2,8000,16000,2024-02-08
사용자36,티라미수,1,8000,8000,2024-10-22
사용자37,마르게리타 피자,1,15000,15000,2024-09-29
사용자37,티라미수,2,8000,16000,2024-12-22
사용자37,까르보나라 파스타,3,18000,54000,2024-03-08
사용자37,티라미수,1,8000,8000,2024-06-16
사용자37,마르게리타 피자,1,15000,15000,2024-12-27
사용자37,티라미수,1,8000,8000,2024-03-16
사용자37,까르보나라 파스타,2,18000,36000,2024-02-24
사용자37,아메리카노,2,5000,10000,2024-05-07
사용자37,까르보나라 파스타,3,18000,54000,2024-08-13
사용자37,티라미수,3,8000,24000,2024-08-26
사용자37,아메리카노,3,5000,15000,2024-02-19
사용자37,아메리카노,2,5000,10000,2024-05-19
사용자38,마르게리타 피자,3,15000,45000,2024-11-29
사용자38,티라미수,3,8000,24000,2024-12-09
사용자38,까르보나라 파스타,2,18000,36000,2024-12-29
사용자38,티라미수,3,8000,24000,2024-09-28
사용자38,마르게리타 피자,1,15000,15000,2024-01-04
사용자38,까르보나라 파스타,2,18000,36000,2024-01-07
사용자39,마르게리타 피자,2,15000,30000,2024-10-02
사용자39,까르보나라 파스타,2,18000,36000,2024-03-19
사용자39,티라미수,2,8000,16000,2024-01-01
사용자39,까르보나라 파스타,1,18000,18000,2024-06-27
사용자39,티라미수,2,8000,16000,2024-10-14
사용자39,티라미수,2,8000,16000,2024-03-23
사용자39,티라미수,3,8000,24000,2024-04-18
사용자39,마르게리타 피자,2,15000,30000,2024-10-28
사용자39,까르보나라 파스타,3,18000,54000,2024-05-13
사용자39,티라미수,1,8000,8000,2024-01-27
사용자40,마르게리타 피자,1,15000,15000,2024-04-26
사용자40,티라미수,1,8000,8000,2024-12-07
사용자40,까르보나라 파스타,3,18000,54000,2024-04-09
사용자40,티라미수,2,8000,16000,2024-05-23
사용자40,마르게리타 피자,1,15000,15000,2024-01-10
사용자41,티라미수,2,8000,16000,2024-01-17
사용자41,까르보나라 파스타,3,18000,54000,2024-09-11
사용자41,까르보나라 파스타,3,18000,54000,2024-07-18
사용자41,티라미수,3,8000,24000,2024-04-05
사용자41,마르게리타 피자,1,15000,15000,2024-12-23
사용자41,아메리카노,2,5000,10000,2024-08-10
사용자41,아메리카노,2,5000,10000,2024-06-11
사용자41,까르보나라 파스타,2,18000,36000,2024-03-19
사용자42,아메리카노,1,5000,5000,2024-07-20
사용자42,마르게리타 피자,3,15000,45000,2024-01-11
사용자42,티라미수,3,8000,24000,2024-03-22
사용자42,아메리카노,2,5000,10000,2024-08-05
사용자42,마르게리타 피자,3,15000,45000,2024-07-31
사용자42,마르게리타 피자,2,15000,30000,2024-12-31
사용자42,마르게리타 피자,1,15000,15000,2024-12-09
사용자43,마르게리타 피자,1,15000,15000,2024-09-23
사용자43,아메리카노,2,5000,10000,2024-07-03
사용자43,까르보나라 파스타,3,18000,54000,2024-08-08
사용자43,아메리카노,3,5000,15000,2024-09-01
사용자43,마르게리타 피자,1,15000,15000,2024-04-06
사용자43,마르게리타 피자,1,15000,15000,2024-11-08
사용자43,마르게리타 피자,1,15000,15000,2024-10-28
사용자43,마르게리타 피자,2,15000,30000,2024-06-14
사용자43,아메리카노,2,5000,10000,2024-07-26
사용자43,마르게리타 피자,1,15000,15000,2024-09-16
사용자43,까르보나라 파스타,3,18000,54000,2024-02-24
사용자43,아메리카노,2,5000,10000,2024-12-29
사용자43,마르게리타 피자,2,15000,30000,2024-08-19
사용자43,마르게리타 피자,2,15000,30000,2024-11-15
사용자44,마르게리타 피자,1,15000,15000,2024-08-21
사용자44,마르게리타 피자,1,15000,15000,2024-09-29
사용자44,아메리카노,1,5000,5000,2024-12-16
사용자44,까르보나라 파스타,1,18000,18000,2024-10-23
사용자44,마르게리타 피자,3,15000,45000,2024-01-16
사용자44,까르보나라 파스타,3,18000,54000,2024-02-03
사용자44,까르보나라 파스타,1,18000,18000,2024-01-10
사용자44,까르보나라 파스타,2,18000,36000,2024-12-01
사용자44,까르보나라 파스타,1,18000,18000,2024-06-27
사용자44,마르게리타 피자,3,15000,45000,2024-01-01
사용자44,마르게리타 피자,3,15000,45000,2024-08-22
사용자44,까르보나라 파스타,2,18000,36000,2024-12-02
사용자44,아메리카노,3,5000,15000,2024-09-04
사용자45,티라미수,2,8000,16000,2024-12-10
사용자45,티라미수,1,8000,8000,2024-11-21
사용자45,티라미수,1,8000,8000,2024-02-02
사용자45,까르보나라 파스타,2,18000,36000,2024-11-05
사용자45,아메리카노,1,5000,5000,2024-02-29
사용자45,아메리카노,3,5000,15000,2024-12-20
사용자45,티라미수,1,8000,8000,2024-03-04
사용자45,티라미수,2,8000,16000,2024-09-06
사용자45,아메리카노,2,5000,10000,2024-04-25
사용자46,까르보나라 파스타,1,18000,18000,2024-08-27
사용자46,마르게리타 피자,2,15000,30000,2024-11-20
사용자46,마르게리타 피자,2,15000,30000,2024-02-07
사용자46,마르게리타 피자,1,15000,15000,2024-01-19
사용자46,마르게리타 피자,3,15000,45000,2024-10-13
사용자46,마르게리타 피자,1,15000,15000,2024-11-07
사용자46,까르보나라 파스타,2,18000,36000,2024-04-10
사용자46,아메리카노,2,5000,10000,2024-08-24
사용자47,까르보나라 파스타,3,18000,54000,2024-11-09
사용자47,아메리카노,2,5000,10000,2024-04-02
사용자47,마르게리타 피자,2,15000,30000,2024-03-23
사용자47,아메리카노,2,5000,10000,2024-02-12
사용자47,까르보나라 파스타,1,18000,18000,2024-02-27
사용자47,까르보나라 파스타,2,18000,36000,2024-03-14
사용자47,티라미수,3,8000,24000,2024-05-23
사용자47,마르게리타 피자,2,15000,30000,2024-05-07
사용자47,까르보나라 파스타,2,18000,36000,2024-08-28
사용자48,티라미수,2,8000,16000,2024-10-14
사용자48,까르보나라 파스타,1,18000,18000,2024-03-06
사용자48,까르보나라 파스타,1,18000,18000,2024-10-05
사용자48,티라미수,1,8000,8000,2024-02-14
사용자48,티라미수,3,8000,24000,2024-01-05
사용자48,아메리카노,2,5000,10000,2024-12-27
사용자48,티라미수,1,8000,8000,2024-06-03
사용자49,티라미수,2,8000,16000,2024-03-05
사용자49,마르게리타 피자,3,15000,45000,2024-08-19
사용자49,마르게리타 피자,1,15000,15000,2024-07-01
사용자49,마르게리타 피자,1,15000,15000,2024-10-02
사용자49,아메리카노,1,5000,5000,2024-10-24
사용자49,마르게리타 피자,3,15000,45000,2024-05-16
사용자49,티라미수,3,8000,24000,2024-10-23
사용자49,마르게리타 피자,1,15000,15000,2024-06-19
사용자49,티라미수,3,8000,24000,2024-04-27
사용자49,티라미수,1,8000,8000,2024-02-22
사용자49,아메리카노,1,5000,5000,2024-08-15
사용자49,아메리카노,2,5000,10000,2024-01-01
사용자49,마르게리타 피자,3,15000,45000,2024-10-23
사용자49,마르게리타 피자,1,15000,15000,2024-04-03
사용자49,티라미수,1,8000,8000,2024-06-18
사용자50,티라미수,1,8000,8000,2024-09-09
사용자50,까르보나라 파스타,3,18000,54000,2024-09-06
사용자50,까르보나라 파스타,2,18000,36000,2024-01-24
사용자50,티라미수,3,8000,24000,2024-07-18
사용자50,아메리카노,3,5000,15000,2024-12-14
사용자50,티라미수,1,8000,8000,2024-06-23
